index,rdate,rid,hid,class,distance,jname,tname,exweight,bardraw,rating,horseweight,rank,finishm,win_t5,place_t5,ind_win,ind_pla,velocity,straight,width,humidity
110386,2019-10-30,1,1,31.560311284046694,2200,8.703008637464448,8.744647438317532,133.0,9.0,40.0,1092.0,6,14001.0,5.5,2.3,0,0,1571.3163345475323,312,30.5,3.0
110387,2019-10-30,1,2,31.560311284046694,2200,8.046869510959576,8.417372856134026,132.0,2.0,39.0,1096.0,5,13980.0,3.8,1.7,0,0,1573.6766809728183,312,30.5,3.0
110388,2019-10-30,1,3,31.560311284046694,2200,0.0,8.735364401103888,130.0,5.0,37.0,1154.0,7,14002.0,9.7,3.0,0,0,1571.204113698043,312,30.5,3.0
110389,2019-10-30,1,4,31.560311284046694,2200,7.259116128097101,4.77912349311153,129.0,3.0,36.0,1225.0,9,14035.0,6.8,2.8,0,0,1567.509796936231,312,30.5,3.0
110390,2019-10-30,1,5,31.560311284046694,2200,6.091309882077698,8.363575702750637,128.0,6.0,35.0,1067.0,3,13946.0,5.0,1.8,0,1,1577.5132654524596,312,30.5,3.0
110391,2019-10-30,1,6,31.560311284046694,2200,8.227375506834035,8.744647438317532,121.0,1.0,28.0,1197.0,8,14019.0,36.0,6.9,0,0,1569.2988087595406,312,30.5,3.0
110392,2019-10-30,1,7,31.560311284046694,2200,7.9865049385539955,7.889084407035514,120.0,4.0,27.0,1149.0,4,13957.0,11.0,2.7,0,0,1576.2699720570324,312,30.5,3.0
110393,2019-10-30,1,8,31.560311284046694,2200,8.331827004436057,8.27893600229198,113.0,8.0,19.0,1102.0,2,13944.0,11.0,2.8,0,1,1577.7395295467584,312,30.5,3.0
110394,2019-10-30,1,9,31.560311284046694,2200,5.111987788356544,8.454466361507933,113.0,7.0,19.0,1217.0,1,13914.0,8.9,1.9,1,1,1581.1412965358631,312,30.5,3.0
110395,2019-10-30,2,1,51.20929941722318,1000,8.478244441277663,8.356789669923213,133.0,1.0,59.0,1261.0,7,5771.0,12.0,3.3,0,0,1732.8019407381737,312,30.5,3.0
110396,2019-10-30,2,2,51.20929941722318,1000,6.091309882077698,7.820037989458753,132.0,3.0,58.0,1060.0,9,5777.0,8.4,3.8,0,0,1731.0022503029254,312,30.5,3.0
110397,2019-10-30,2,3,51.20929941722318,1000,0.0,8.337109129562474,132.0,6.0,58.0,1071.0,3,5741.0,7.4,2.7,0,1,1741.8568193694477,312,30.5,3.0
110398,2019-10-30,2,4,51.20929941722318,1000,8.046869510959576,8.558718938244736,130.0,10.0,56.0,1218.0,1,5688.0,4.3,1.8,1,1,1758.0872011251759,312,30.5,3.0
110399,2019-10-30,2,5,51.20929941722318,1000,7.239214973779806,8.27893600229198,126.0,4.0,52.0,1231.0,11,5800.0,43.0,7.5,0,0,1724.1379310344828,312,30.5,3.0
110400,2019-10-30,2,6,51.20929941722318,1000,8.703008637464448,8.735364401103888,126.0,5.0,52.0,1212.0,8,5777.0,6.8,3.5,0,0,1731.0022503029254,312,30.5,3.0
110401,2019-10-30,2,7,51.20929941722318,1000,8.335431477880796,8.507142855562735,125.0,9.0,51.0,1095.0,12,5823.0,40.0,7.6,0,0,1717.3278378842522,312,30.5,3.0
110402,2019-10-30,2,8,51.20929941722318,1000,7.9865049385539955,7.889084407035514,125.0,7.0,51.0,1081.0,5,5757.0,6.2,1.6,0,0,1737.0158068438423,312,30.5,3.0
110403,2019-10-30,2,9,51.20929941722318,1000,8.227375506834035,8.724207360800564,125.0,12.0,51.0,1115.0,2,5708.0,13.0,5.0,0,1,1751.927119831815,312,30.5,3.0
110404,2019-10-30,2,10,51.20929941722318,1000,6.655440350367647,8.417372856134026,119.0,2.0,45.0,1007.0,10,5798.0,15.0,4.8,0,0,1724.7326664367024,312,30.5,3.0
110405,2019-10-30,2,11,51.20929941722318,1000,6.63200177739563,4.77912349311153,117.0,11.0,43.0,1107.0,4,5751.0,68.0,13.0,0,0,1738.8280299078422,312,30.5,3.0
110406,2019-10-30,2,12,51.20929941722318,1000,5.111987788356544,8.297294370266917,116.0,8.0,42.0,1052.0,6,5757.0,7.0,1.9,0,0,1737.0158068438423,312,30.5,3.0
110407,2019-10-30,3,1,51.20929941722318,1650,8.703008637464448,8.262300941787448,133.0,4.0,60.0,1190.0,1,10147.0,5.9,2.8,1,1,1626.0963831674387,312,30.5,3.0
110408,2019-10-30,3,2,51.20929941722318,1650,8.384347278082808,8.491875383431948,133.0,6.0,60.0,1282.0,6,10191.0,24.0,4.3,0,0,1619.075654989697,312,30.5,3.0
110409,2019-10-30,3,3,51.20929941722318,1650,6.091309882077698,0.0,132.0,8.0,59.0,1052.0,5,10183.0,5.7,2.0,0,0,1620.3476382205638,312,30.5,3.0
110410,2019-10-30,3,4,51.20929941722318,1650,0.0,8.740016691519521,130.0,3.0,57.0,1175.0,2,10151.0,7.7,2.1,0,1,1625.4556201359471,312,30.5,3.0
110411,2019-10-30,3,5,51.20929941722318,1650,7.384610383176974,8.454466361507933,130.0,1.0,57.0,1146.0,4,10168.0,9.6,2.2,0,0,1622.7380015735641,312,30.5,3.0
110412,2019-10-30,3,6,51.20929941722318,1650,7.259116128097101,7.889084407035514,128.0,11.0,55.0,1135.0,11,10332.0,13.0,4.7,0,0,1596.9802555168408,312,30.5,3.0
110413,2019-10-30,3,7,51.20929941722318,1650,7.239214973779806,8.356789669923213,127.0,2.0,54.0,1200.0,10,10256.0,99.0,18.0,0,0,1608.814352574103,312,30.5,3.0
110414,2019-10-30,3,8,51.20929941722318,1650,8.046869510959576,6.327936783729195,125.0,10.0,52.0,1200.0,3,10151.0,2.9,1.3,0,1,1625.4556201359471,312,30.5,3.0
110415,2019-10-30,3,9,51.20929941722318,1650,8.00836557031292,8.297294370266917,125.0,9.0,52.0,1075.0,8,10253.0,99.0,16.0,0,0,1609.2850872915244,312,30.5,3.0
110416,2019-10-30,3,10,51.20929941722318,1650,5.111987788356544,8.27893600229198,120.0,5.0,47.0,1101.0,7,10206.0,13.0,4.3,0,0,1616.6960611405057,312,30.5,3.0
110417,2019-10-30,3,11,51.20929941722318,1650,0.0,0.0,122.61638888121101,4.0,51.20929941722318,1106.368874062333,0,100000.0,26.101661368452852,0.0,0,0,165.0,312,30.5,3.0
110418,2019-10-30,3,12,51.20929941722318,1650,8.335431477880796,8.735364401103888,117.0,7.0,44.0,1099.0,9,10254.0,12.0,2.9,0,0,1609.128145114102,312,30.5,3.0
110419,2019-10-30,4,1,51.20929941722318,1650,8.478244441277663,8.356789669923213,133.0,8.0,60.0,1027.0,8,10156.0,24.0,5.8,0,0,1624.6553761323355,312,30.5,3.0
110420,2019-10-30,4,2,51.20929941722318,1650,8.703008637464448,8.735364401103888,133.0,1.0,60.0,1064.0,2,10108.0,3.4,1.7,0,1,1632.370399683419,312,30.5,3.0
110421,2019-10-30,4,3,51.20929941722318,1650,6.091309882077698,8.27893600229198,130.0,9.0,57.0,1126.0,9,10183.0,53.0,10.0,0,0,1620.3476382205638,312,30.5,3.0
110422,2019-10-30,4,4,51.20929941722318,1650,0.0,8.724207360800564,130.0,12.0,57.0,1095.0,5,10127.0,11.0,3.4,0,0,1629.307791053619,312,30.5,3.0
110423,2019-10-30,4,5,51.20929941722318,1650,7.239214973779806,8.744647438317532,128.0,10.0,55.0,953.0,12,10721.0,99.0,21.0,0,0,1539.0355377296894,312,30.5,3.0
110424,2019-10-30,4,6,51.20929941722318,1650,5.111987788356544,8.417372856134026,125.0,4.0,52.0,1112.0,4,10122.0,10.0,3.8,0,0,1630.1126259632483,312,30.5,3.0
110425,2019-10-30,4,7,51.20929941722318,1650,7.259116128097101,6.327936783729195,124.0,3.0,51.0,1139.0,1,10105.0,7.2,1.9,1,1,1632.8550222662047,312,30.5,3.0
110426,2019-10-30,4,8,51.20929941722318,1650,7.9865049385539955,7.889084407035514,124.0,2.0,51.0,1159.0,10,10183.0,9.0,3.3,0,0,1620.3476382205638,312,30.5,3.0
110427,2019-10-30,4,9,51.20929941722318,1650,0.0,8.454466361507933,122.0,6.0,49.0,1062.0,3,10116.0,29.0,6.5,0,1,1631.079478054567,312,30.5,3.0
110428,2019-10-30,4,10,51.20929941722318,1650,8.046869510959576,8.363575702750637,122.0,7.0,49.0,1023.0,7,10156.0,3.6,1.4,0,0,1624.6553761323355,312,30.5,3.0
110429,2019-10-30,4,11,51.20929941722318,1650,6.63200177739563,8.337109129562474,119.0,11.0,46.0,1001.0,11,10273.0,54.0,10.0,0,0,1606.1520490606445,312,30.5,3.0
110430,2019-10-30,4,12,51.20929941722318,1650,8.335431477880796,8.297294370266917,113.0,5.0,40.0,1164.0,6,10141.0,10.0,2.5,0,0,1627.0584754955132,312,30.5,3.0
110431,2019-10-30,5,1,51.20929941722318,1200,8.331827004436057,8.356789669923213,133.0,9.0,60.0,1125.0,6,7072.0,14.0,4.0,0,0,1696.8325791855204,312,30.5,3.0
110432,2019-10-30,5,2,51.20929941722318,1200,7.9865049385539955,7.889084407035514,132.0,6.0,59.0,1085.0,3,7061.0,18.0,3.9,0,1,1699.475994901572,312,30.5,3.0
110433,2019-10-30,5,3,51.20929941722318,1200,8.227375506834035,8.363575702750637,131.0,4.0,58.0,1119.0,2,7052.0,5.0,1.6,0,1,1701.6449234259785,312,30.5,3.0
110434,2019-10-30,5,4,51.20929941722318,1200,8.046869510959576,8.507142855562735,130.0,2.0,57.0,1156.0,11,7103.0,2.5,1.4,0,0,1689.4270026749261,312,30.5,3.0
110435,2019-10-30,5,5,51.20929941722318,1200,8.703008637464448,8.735364401103888,129.0,10.0,56.0,1024.0,1,7034.0,6.5,2.9,1,1,1705.9994313335228,312,30.5,3.0
110436,2019-10-30,5,6,51.20929941722318,1200,8.00836557031292,8.744647438317532,128.0,3.0,55.0,1015.0,5,7068.0,52.0,8.5,0,0,1697.792869269949,312,30.5,3.0
110437,2019-10-30,5,7,51.20929941722318,1200,6.091309882077698,0.0,126.0,5.0,53.0,1153.0,4,7063.0,13.0,3.1,0,0,1698.994761432819,312,30.5,3.0
110438,2019-10-30,5,8,51.20929941722318,1200,0.0,8.27893600229198,123.0,12.0,50.0,1195.0,10,7102.0,99.0,17.0,0,0,1689.6648831315122,312,30.5,3.0
110439,2019-10-30,5,9,51.20929941722318,1200,1.6094379124341003,8.558718938244736,121.0,7.0,48.0,1201.0,7,7078.0,24.0,4.4,0,0,1695.3941791466516,312,30.5,3.0
110440,2019-10-30,5,10,51.20929941722318,1200,8.384347278082808,8.491875383431948,120.0,8.0,47.0,1063.0,12,7172.0,46.0,7.7,0,0,1673.1734523145567,312,30.5,3.0
110441,2019-10-30,5,11,51.20929941722318,1200,7.259116128097101,8.724207360800564,120.0,1.0,47.0,1186.0,9,7095.0,5.8,1.7,0,0,1691.3319238900635,312,30.5,3.0
110442,2019-10-30,5,12,51.20929941722318,1200,7.239214973779806,4.77912349311153,116.0,11.0,43.0,1111.0,8,7079.0,99.0,23.0,0,0,1695.1546828648113,312,30.5,3.0
110443,2019-10-30,6,1,69.93396499768197,1200,8.046869510959576,8.606302366488013,133.0,11.0,80.0,1171.0,9,7122.0,4.5,1.8,0,0,1684.9199663016007,312,30.5,3.0
110444,2019-10-30,6,2,69.93396499768197,1200,7.9865049385539955,8.454466361507933,133.0,10.0,80.0,1066.0,2,7046.0,14.0,3.7,0,1,1703.0939540164632,312,30.5,3.0
110445,2019-10-30,6,3,69.93396499768197,1200,6.091309882077698,8.724207360800564,130.0,9.0,77.0,1204.0,12,7147.0,30.0,7.0,0,0,1679.0261648244018,312,30.5,3.0
110446,2019-10-30,6,4,69.93396499768197,1200,0.0,8.262300941787448,129.0,5.0,76.0,1210.0,4,7069.0,4.8,1.6,0,0,1697.552694864903,312,30.5,3.0
110447,2019-10-30,6,5,69.93396499768197,1200,8.227375506834035,8.297294370266917,126.0,8.0,73.0,1077.0,8,7102.0,10.0,2.8,0,0,1689.6648831315122,312,30.5,3.0
110448,2019-10-30,6,6,69.93396499768197,1200,7.259116128097101,0.0,123.0,1.0,70.0,1082.0,5,7078.0,26.0,6.3,0,0,1695.3941791466516,312,30.5,3.0
110449,2019-10-30,6,7,69.93396499768197,1200,7.384610383176974,8.558718938244736,122.0,4.0,69.0,1129.0,3,7050.0,3.0,1.4,0,1,1702.127659574468,312,30.5,3.0
110450,2019-10-30,6,8,69.93396499768197,1200,0.0,8.744647438317532,122.0,6.0,69.0,1083.0,6,7078.0,21.0,4.7,0,0,1695.3941791466516,312,30.5,3.0
110451,2019-10-30,6,9,69.93396499768197,1200,6.63200177739563,6.327936783729195,118.0,7.0,65.0,1164.0,7,7084.0,22.0,5.3,0,0,1693.958215697346,312,30.5,3.0
110452,2019-10-30,6,10,69.93396499768197,1200,8.384347278082808,7.820037989458753,117.0,12.0,64.0,1175.0,11,7145.0,51.0,10.0,0,0,1679.4961511546537,312,30.5,3.0
110453,2019-10-30,6,11,69.93396499768197,1200,8.331827004436057,8.27893600229198,117.0,3.0,64.0,1200.0,10,7122.0,45.0,10.0,0,0,1684.9199663016007,312,30.5,3.0
110454,2019-10-30,6,12,69.93396499768197,1200,8.00836557031292,4.77912349311153,114.0,2.0,61.0,1130.0,1,7039.0,12.0,3.5,1,1,1704.787611876687,312,30.5,3.0
110455,2019-10-30,7,1,69.93396499768197,1650,8.703008637464448,7.820037989458753,133.0,10.0,78.0,1083.0,7,10017.0,3.7,1.7,0,0,1647.1997604073076,312,30.5,3.0
110456,2019-10-30,7,2,69.93396499768197,1650,0.0,8.337109129562474,131.0,5.0,76.0,1127.0,6,10014.0,8.0,2.7,0,0,1647.6932294787298,312,30.5,3.0
110457,2019-10-30,7,3,69.93396499768197,1650,8.331827004436057,7.628517626575055,128.0,8.0,73.0,1192.0,0,100000.0,17.0,5.4,0,0,165.0,312,30.5,3.0
110458,2019-10-30,7,4,69.93396499768197,1650,6.091309882077698,0.0,125.0,12.0,70.0,1034.0,11,10196.0,19.0,5.7,0,0,1618.2816790898391,312,30.5,3.0
110459,2019-10-30,7,5,69.93396499768197,1650,6.63200177739563,8.297294370266917,123.0,11.0,68.0,1072.0,1,9983.0,10.0,3.0,1,1,1652.8097766202545,312,30.5,3.0
110460,2019-10-30,7,6,69.93396499768197,1650,7.259116128097101,8.27893600229198,122.0,2.0,67.0,1211.0,9,10060.0,33.0,9.2,0,0,1640.1590457256461,312,30.5,3.0
110461,2019-10-30,7,7,69.93396499768197,1650,8.478244441277663,8.491875383431948,121.0,3.0,66.0,1150.0,4,9992.0,18.0,4.9,0,0,1651.3210568454763,312,30.5,3.0
110462,2019-10-30,7,8,69.93396499768197,1650,5.111987788356544,6.327936783729195,119.0,1.0,64.0,1176.0,3,9990.0,8.1,2.6,0,1,1651.6516516516517,312,30.5,3.0
110463,2019-10-30,7,9,69.93396499768197,1650,8.227375506834035,8.363575702750637,119.0,6.0,64.0,1085.0,2,9985.0,4.0,1.3,0,1,1652.4787180771157,312,30.5,3.0
110464,2019-10-30,7,10,69.93396499768197,1650,7.384610383176974,8.454466361507933,118.0,7.0,63.0,1058.0,5,9999.0,15.0,4.0,0,0,1650.1650165016501,312,30.5,3.0
110465,2019-10-30,7,11,69.93396499768197,1650,0.0,8.740016691519521,117.0,9.0,62.0,1167.0,8,10052.0,14.0,4.7,0,0,1641.4643851969756,312,30.5,3.0
110466,2019-10-30,7,12,69.93396499768197,1650,8.384347278082808,8.724207360800564,116.0,4.0,61.0,1068.0,10,10072.0,39.0,10.0,0,0,1638.2049245432884,312,30.5,3.0
110467,2019-10-30,8,1,69.93396499768197,1800,8.703008637464448,8.606302366488013,130.0,7.0,79.0,1048.0,2,10890.0,2.3,1.2,0,1,1652.892561983471,312,30.5,3.0
110468,2019-10-30,8,2,69.93396499768197,1800,6.091309882077698,8.337109129562474,128.0,8.0,77.0,992.0,10,10976.0,24.0,6.1,0,0,1639.941690962099,312,30.5,3.0
110469,2019-10-30,8,3,69.93396499768197,1800,8.046869510959576,8.744647438317532,125.0,12.0,74.0,1049.0,7,10951.0,8.4,3.0,0,0,1643.6855081727697,312,30.5,3.0
110470,2019-10-30,8,4,69.93396499768197,1800,8.478244441277663,8.337109129562474,124.0,2.0,73.0,1051.0,9,10962.0,27.0,5.9,0,0,1642.0361247947455,312,30.5,3.0
110471,2019-10-30,8,5,69.93396499768197,1800,0.0,8.606302366488013,123.0,10.0,72.0,1133.0,11,11067.0,9.1,3.0,0,0,1626.457034426674,312,30.5,3.0
110472,2019-10-30,8,6,69.93396499768197,1800,7.9865049385539955,8.417372856134026,121.0,1.0,70.0,1053.0,5,10941.0,13.0,3.5,0,0,1645.1878256100904,312,30.5,3.0
110473,2019-10-30,8,7,69.93396499768197,1800,5.111987788356544,8.417372856134026,120.0,4.0,69.0,1125.0,4,10925.0,6.6,2.0,0,0,1647.5972540045766,312,30.5,3.0
110474,2019-10-30,8,8,69.93396499768197,1800,6.63200177739563,8.297294370266917,120.0,3.0,69.0,1063.0,6,10947.0,25.0,7.5,0,0,1644.2861057824061,312,30.5,3.0
110475,2019-10-30,8,9,69.93396499768197,1800,6.655440350367647,8.740016691519521,119.0,11.0,68.0,1094.0,12,11124.0,44.0,10.0,0,0,1618.1229773462783,312,30.5,3.0
110476,2019-10-30,8,10,69.93396499768197,1800,8.384347278082808,8.356789669923213,119.0,6.0,68.0,1041.0,3,10918.0,21.0,4.9,0,1,1648.653599560359,312,30.5,3.0
110477,2019-10-30,8,11,69.93396499768197,1800,7.384610383176974,8.454466361507933,119.0,9.0,68.0,1018.0,1,10883.0,12.0,2.9,1,1,1653.9557107415235,312,30.5,3.0
110478,2019-10-30,8,12,69.93396499768197,1800,8.00836557031292,8.262300941787448,118.0,5.0,67.0,1059.0,8,10962.0,17.0,4.1,0,0,1642.0361247947455,312,30.5,3.0
110479,2019-11-03,1,1,31.560311284046694,1200,8.478244441277663,8.491875383431948,133.0,6.0,40.0,1101.0,6,7019.0,9.6,3.4,0,0,1709.6452486109133,430,18.3,2.75
110480,2019-11-03,1,2,31.560311284046694,1200,0.0,0.0,132.0,10.0,39.0,1063.0,7,7023.0,3.8,1.6,0,0,1708.6715079026058,430,18.3,2.75
110481,2019-11-03,1,3,31.560311284046694,1200,8.703008637464448,8.262300941787448,132.0,4.0,39.0,1175.0,9,7041.0,8.1,2.6,0,0,1704.303365999148,430,18.3,2.75
110482,2019-11-03,1,4,31.560311284046694,1200,6.056784013228625,7.889084407035514,131.0,3.0,38.0,1123.0,3,7002.0,8.0,1.8,0,1,1713.796058269066,430,18.3,2.75
110483,2019-11-03,1,5,31.560311284046694,1200,7.9865049385539955,8.27893600229198,128.0,2.0,35.0,1249.0,5,7014.0,10.0,3.0,0,0,1710.8639863130882,430,18.3,2.75
110484,2019-11-03,1,6,31.560311284046694,1200,7.239214973779806,8.724207360800564,127.0,12.0,34.0,1035.0,11,7045.0,67.0,17.0,0,0,1703.3356990773598,430,18.3,2.75
110485,2019-11-03,1,7,31.560311284046694,1200,8.035602692918582,8.740016691519521,127.0,8.0,34.0,1040.0,12,7094.0,43.0,13.0,0,0,1691.570341133352,430,18.3,2.75
110486,2019-11-03,1,8,31.560311284046694,1200,8.046869510959576,8.297294370266917,127.0,11.0,34.0,1095.0,8,7031.0,11.0,4.3,0,0,1706.7273503057886,430,18.3,2.75
110487,2019-11-03,1,9,31.560311284046694,1200,6.655440350367647,8.356789669923213,120.0,7.0,27.0,1134.0,2,6984.0,22.0,6.8,0,1,1718.213058419244,430,18.3,2.75
110488,2019-11-03,1,10,31.560311284046694,1200,7.384610383176974,8.744647438317532,119.0,5.0,26.0,1045.0,4,7006.0,15.0,4.7,0,0,1712.8175849272052,430,18.3,2.75
110489,2019-11-03,1,11,31.560311284046694,1200,8.227375506834035,7.820037989458753,116.0,1.0,22.0,1187.0,1,6980.0,5.1,1.8,1,1,1719.1977077363897,430,18.3,2.75
110490,2019-11-03,1,12,31.560311284046694,1200,8.335431477880796,8.558718938244736,114.0,9.0,21.0,1109.0,9,7041.0,12.0,4.5,0,0,1704.303365999148,430,18.3,2.75
110491,2019-11-03,2,1,51.20929941722318,1000,8.035602692918582,8.262300941787448,133.0,5.0,60.0,1125.0,1,5632.0,9.8,2.4,1,1,1775.5681818181818,430,18.3,2.75
110492,2019-11-03,2,2,51.20929941722318,1000,0.0,0.0,129.0,9.0,56.0,1125.0,4,5694.0,4.5,1.5,0,0,1756.2346329469617,430,18.3,2.75
110493,2019-11-03,2,3,51.20929941722318,1000,8.227375506834035,4.77912349311153,128.0,11.0,55.0,1068.0,11,5749.0,19.0,4.0,0,0,1739.4329448599756,430,18.3,2.75
110494,2019-11-03,2,4,51.20929941722318,1000,8.046869510959576,8.740016691519521,125.0,2.0,52.0,1131.0,6,5709.0,14.0,3.9,0,0,1751.6202487300752,430,18.3,2.75
110495,2019-11-03,2,5,51.20929941722318,1000,7.9865049385539955,8.454466361507933,125.0,7.0,52.0,1176.0,3,5675.0,98.0,18.0,0,1,1762.1145374449338,430,18.3,2.75
